article_id,time,title,url,symbol,volume,spam
35051,2017-12-03 09:32:04,Tiger Tracker: Tiger Woods begins final round at Hero World Challenge,https://www.msn.com/en-us/sports/golf/tiger-tracker-tiger-woods-begins-final-round-at-hero-world-challenge/ar-BBG745T?li=BBnba9I,T,0.0,s
36281,2017-12-04 00:59:13,Stranger Thingsâ€™ Natalia Dyer and Charlie Heaton Step Out Together at Burberry Event in London,https://www.usmagazine.com/celebrity-news/news/stranger-things-natalia-dyer-and-charlie-heaton-step-out-together-at-burberry-event/,T,0.0,s
49815,2017-12-08 07:37:01,Vail Resorts announces $52 million face-lift at Whistler,http://www.denverpost.com/2017/12/07/vail-resorts-improving-whistler-blackcomb-resort/,T,0.0,s
53065,2017-12-10 08:39:15,Flights at Bradley International Airport may be cancelled Sunday,http://wtnh.com/2017/12/09/flights-at-bradley-international-airport-may-be-cancelled-sunday/,T,0.0,s
63948,2017-12-14 17:35:51,This Week In College Basketball: Wildcats Back At Top Of Rankings,http://atlanta.cbslocal.com/2017/12/14/this-week-in-college-basketball-wildcats-back-at-top-of-rankings/,T,0.0,s
64114,2017-12-14 19:06:29,This Week In College Basketball: Wildcats Back At Top Of Rankings,http://houston.cbslocal.com/2017/12/14/this-week-in-college-basketball-wildcats-back-at-top-of-rankings/,T,0.0,s
75957,2017-12-19 20:28:56,At least 12 dead in Mexico City tourist bus crash,http://koin.com/2017/12/19/at-least-12-dead-in-mexico-city-tourist-bus-crash/,T,0.0,s
80048,2017-12-21 11:25:34,"Court: Charity, not insurance company, stuck with fan payouts after holes-in-one at Greenbrier Classic",http://www.golf.com/tour-news/2017/12/21/court-charity-stuck-fan-payouts-after-holes-one-greenbrier-classic,T,0.0,s
104128,2018-01-01 19:38:43,Japan emperor greets cheering crowd at palace for new year,http://www.heraldextra.com/news/world/japan-emperor-greets-cheering-crowd-at-palace-for-new-year/article_76a588b7-240e-5f7a-84a4-c984180f5efb.html,T,0.0,s
105607,2018-01-02 12:25:03,Japan emperor greets cheering crowd at palace for new year,https://www.stripes.com/news/pacific/japan-emperor-greets-cheering-crowd-at-palace-for-new-year-1.504904,T,0.0,s
115802,2018-01-06 12:58:33,"John Young, moonwalker and early shuttle commander, is dead at 87, NASA says",http://www.foxnews.com/science/2018/01/06/john-young-moonwalker-and-early-shuttle-commander-is-dead-at-87-nasa-says.html,T,0.0,s
118456,2018-01-08 03:08:15,Opposed to US â€˜finger pointingâ€™ at Pak on terror-related issues: China,http://www.thehindubusinessline.com/news/world/opposed-to-us-finger-pointing-at-pakistan-on-terrorrelated-issues-china/article10019788.ece?homepage=true,T,44.0,s
120917,2018-01-08 22:52:35,ElliQ has raised $22 million for its social robot aimed at older adults,https://techcrunch.com/2018/01/08/elliq-has-raised-22-million-for-its-social-robot-aimed-at-older-adults/,T,0.0,s
128130,2018-01-11 09:54:11,Three officers hospitalized after exposure to drugs at Tippecanoe County Jail,http://fox59.com/2018/01/11/three-officers-hospitalized-after-exposure-to-drugs-at-tippecanoe-county-jail/,T,0.0,s
136422,2018-01-14 17:27:35,New Orleans Saints at Minnesota Vikings: Fourth Quarter Open Thread,https://www.dailynorseman.com/2018/1/14/16890628/new-orleans-saints-minnesota-vikings-fourth-quarter-open-thread,T,0.0,s
144082,2018-01-17 10:58:24,Trump's cuts to Palestinian aid: What's at stake,https://uk.reuters.com/video/2018/01/17/trumps-cuts-to-palestinian-aid-whats-at?videoId=386726795,T,62.0,s
145170,2018-01-17 18:35:38,"At least 10 deaths from snow, ice and record cold in South",https://www.ksl.com/index.php?sid=46238934,T,0.0,s
145288,2018-01-17 19:56:44,"At least 10 deaths from snow, ice and record cold in South",http://www.mrt.com/news/texas/article/Frigid-temperatures-trail-storm-dropping-more-12503035.php,T,0.0,s
153781,2018-01-21 08:19:41,Man calls in fake bomb threat at pub to end wife's night out,http://www.foxnews.com/food-drink/2018/01/19/man-calls-in-fake-bomb-threat-at-pub-to-end-wifes-night-out.html,T,0.0,s
155821,2018-01-22 09:57:49,NBA Awards Watch: B/R Staff Picks at the Midseason Mark,http://bleacherreport.com/articles/2755250-nba-awards-watch-br-staff-picks-at-the-midseason-mark,T,0.0,s
164523,2018-01-25 17:47:23,The Latest: Woods finishes opening round at even-par 72,http://www.newser.com/article/4a945a70438746f5b20e6cbfac6cd60a/the-latest-woods-finishes-opening-round-at-even-par-72.html,T,0.0,s
168748,2018-01-27 14:10:16,How colleges spam high school students at the worst possible time,https://nypost.com/2018/01/27/how-colleges-spam-high-school-students-at-the-worst-possible-time/,T,0.0,s
173484,2018-01-29 19:52:44,"Rumor: WWE Wants Ronda Rousey, the Rock vs. HHH, Stephanie McMahon at Mania",http://bleacherreport.com/articles/2756521-rumor-wwe-wants-ronda-rousey-the-rock-vs-hhh-stephanie-mcmahon-at-mania,T,0.0,s
177344,2018-01-31 05:10:38,He worked at a water district for just seven days. But it ended up costing $1.5 million,http://www.latimes.com/local/lanow/la-me-ln-second-chances-20180131-story.html,T,0.0,s
190030,2018-02-12 00:49:03,Step into the archives and look back at the incredible year of 1918,http://www.thejournal.ie/ireland-100-years-ago-archives-3843156-Feb2018/,T,50.0,s
202936,2018-02-17 21:25:00,UNC-Chapel Hill sports advertising researcher speaks at Winter Games in South Korea,http://www.wralsportsfan.com/unc-chapel-hill-sports-advertising-researcher-speaks-at-winter-games-in-south-korea/17350969/,T,0.0,s
257493,2018-03-02 00:04:31,"Ukraine prelate on China: Dialogue â€˜at all costs,â€™ but respect clandestine voice",https://cruxnow.com/global-church/2018/03/02/ukraine-prelate-china-dialogue-costs-respect-clandestine-voice/,T,0.0,s
258672,2018-03-02 06:56:07,"American Air Balks at O'Hare Revamp, Citing 'Secret' United Deal",http://currenthollywood.com/2018/03/american-air-balks-at-ohare-revamp-citing-secret-united-deal/,T,0.0,s
76528,2017-12-20 03:08:33,"Winners of India Design Challenge Announced at Autodesk University, Bengaluru 2017",http://www.prnewswire.co.in/news-releases/winners-of-india-design-challenge-announced-at-autodesk-university-bengaluru-2017-665367553.html,ADSK,290.0,h
88180,2017-12-25 08:58:22,UAE bans poultry meat from Riyadh,http://alironbilbao.com/2017/12/uae-bans-poultry-meat-from-riyadh/,AZO,157.0,s
79263,2017-12-21 05:48:58,SVG Europe Sit-Down: Camera Corpsâ€™ Barry Parker reflects on 2017 highlights and evolving broadcaster expectations,https://www.svgeurope.org/blog/headlines/svg-europe-sit-down-camera-corps-barry-parker-reflects-on-2017-highlights-and-evolving-broadcaster-expectations/,BLL,0.0,s
218742,2018-02-21 08:49:08,2018 Mardi Gras Ball Raises All-Time High For Childrenâ€™s Advocacy Center,http://eaglecountryonline.com/local-article/2018-mardi-gras-ball-raises-time-high-childrens-advocacy-center/,BLL,0.0,s
267573,2018-03-04 14:43:56,Here's what corporate America is saying about Trump's tariffs,http://www.localnews8.com/news/heres-what-corporate-america-is-saying-about-trumps-tariffs/711041461,BLL,0.0,s
54695,2017-12-11 13:35:46,Sandhill Capital Partners LLC Increases Position in Bank of America Corp (BAC),http://currenthollywood.com/2017/12/sandhill-capital-partners-llc-increases-position-in-bank-of/,BAC,278.0,s
62793,2017-12-14 09:47:52,Bank Of America Corp (BAC) Holder Balyasny Asset Management LLC Upped Position,http://albumsleaksdownload.com/2017/12/bank-of-america-corp-bac-holder-balyasny-asset-management/,BAC,45.0,h
64822,2017-12-15 02:57:01,Bank Of America Corp (BAC) Holder Balyasny Asset Management LLC Upped Position,http://eslforkids.net/2017/12/15/bank-of-america-corp-bac-holder-balyasny-asset-management/,BAC,0.0,h
76683,2017-12-20 05:05:22,Wells Fargo wants to finance metal trade in test of new rule,http://www.businessinsider.com/r-wells-fargo-wants-to-finance-metal-trade-in-test-of-new-rule-2017-12,BAC,0.0,h
120598,2018-01-08 18:55:41,US bank gains from tax law start with red ink,http://www.foxbusiness.com/markets/2018/01/08/us-bank-gains-from-tax-law-start-with-red-ink.html,BAC,0.0,h
122849,2018-01-09 15:24:02,"Wall Street inches higher as healthcare, bank stocks gain",https://www.reuters.com/article/us-usa-stocks/wall-street-inches-higher-as-healthcare-bank-stocks-gain-idUSKBN1EY1G0,BAC,0.0,h
145649,2018-01-18 00:36:16,Eaton Vance Corp (NYSE:EV) Stake Lowered by Cubist Systematic Strategies LLC,https://www.truebluetribune.com/2018/01/18/cubist-systematic-strategies-llc-sells-40769-shares-of-eaton-vance-corp-ev.html,BAC,0.0,s
44083,2017-12-06 11:34:27,"Rian Johnson, Director Of Star Wars: The Last Jedi Imitates Chewbacca &amp; BB-8",https://www.ndtv.com/video/entertainment/news/rian-johnson-director-of-star-wars-the-last-jedi-imitates-chewbacca-bb-8-473935,BBT,0.0,s
101081,2017-12-30 23:05:02,"ê¹€ë³‘í˜„, ARI ì—­ì‚¬ìƒ ìµœê³  í´ë¡œì € â€œê³„ì† ë§ˆë¬´ë¦¬ì˜€ë‹¤ë©´..â€",https://www.msn.com/ko-kr/sports/kbo-baseball/ê¹€ë³‘í˜„-ari-ì—­ì‚¬ìƒ-ìµœê³ -í´ë¡œì €-â€œê³„ì†-ë§ˆë¬´ë¦¬ì˜€ë‹¤ë©´â€/ar-BBHyuzO,BBT,0.0,s
118444,2018-01-08 03:03:35,BB 11: Luv Tyagi Reveals The Winner Of Bigg Boss,https://filmymantra.com/bb-11-luv-tyagi-reveals-the-winner-of-bigg-boss/,BBT,0.0,s
249825,2018-02-28 14:52:16,BB Stat Pack: Logan-Magnolia Girls Basketball,http://www.enterprisepub.com/movalley/sports/bb-stat-pack-logan-magnolia-girls-basketball/article_05c45b52-1ccd-11e8-ae1f-271878099227.html,BBT,0.0,s
208779,2018-02-19 01:51:52,Certus pathogen detection unit set for June launch,https://www.foodqualitynews.com/Article/2018/02/19/Certus-starts-manufacturing-in-house-pathogen-detection-system,BDX,459.0,h
98178,2017-12-29 11:03:32,'Where do I think best? In bed' â€“ authors reveal their dream retreats,https://www.theguardian.com/books/2017/dec/29/where-do-i-think-best-bed-authors-reveal-their-ideal-retreats,BBBY,0.0,s
